Keyword,Cluster,Intent,Audience,Primary URL,Content Type,Location,Business Value,Conversion Potential,Priority,Status
"micro sumo robot design guide","robo-sumo","informational","students-colleges","/events/competition/robo-sumo","event-guide","global","high","8","P2","mapped"
"micromouse floodfill algorithm tutorial","maze-solver","informational","students-colleges","/events/competition/maze-solver","event-guide","global","high","8","P2","mapped"
"left hand rule maze solver robot","maze-solver","informational","students-colleges","/events/competition/maze-solver","event-guide","global","high","8","P2","mapped"
"ultrasonic maze solving robot","maze-solver","commercial","students-colleges","/products/competition","product","global","high","8","P2","mapped"
"drone race obstacle gate dimensions","drone-race","informational","students-colleges","/events/competition/drone-race","event-guide","global","high","8","P2","mapped"
"quadcopter flight controller for racing","drone-race","commercial","students-colleges","/products/competition","product","global","high","8","P2","mapped"
"brushless motor for racing drone","drone-race","commercial","students-colleges","/products/competition","product","global","high","8","P2","mapped"
"fpv camera and video transmitter drone","drone-race","commercial","students-colleges","/products/competition","product","global","high","8","P2","mapped"
"line follower pit stop checklist","line-follower","informational","students-colleges","/events/competition/line-follower","event-guide","global","high","8","P2","mapped"
"line follower calibration technique","line-follower","informational","students-colleges","/events/competition/line-follower","event-guide","global","high","8","P2","mapped"
"line follower inversion track challenge","line-follower","informational","students-colleges","/events/competition/line-follower","event-guide","global","high","8","P2","mapped"
"robo race track hurdle navigation","robo-race","informational","students-colleges","/events/competition/robo-race","event-guide","global","high","8","P2","mapped"
"robo race chassis suspension system","robo-race","commercial","students-colleges","/products/robotics-components","product","global","high","8","P2","mapped"
"robo soccer team coordination tactics","robo-soccer","informational","students-colleges","/events/competition/robo-soccer","event-guide","global","high","8","P2","mapped"
"robo soccer wireless communication lag","robo-soccer","informational","students-colleges","/events/competition/robo-soccer","event-guide","global","high","8","P2","mapped"
"solenoid kicker for robo soccer","robo-soccer","commercial","students-colleges","/products/robotics-components","product","global","high","8","P2","mapped"
"metal gear dc motor for robotics","robot-motors","commercial","students-colleges","/products/robotics-components","product","global","high","8","P2","mapped"
"12v 300rpm dc geared motor india","robot-motors","commercial","students-colleges","/products/robotics-components/ttrc-dgj-300rpm","product","india","high","8","P2","mapped"
"12v 600rpm dc geared motor india","robot-motors","commercial","students-colleges","/products/robotics-components/ttrc-dgj-600rpm","product","india","high","8","P2","mapped"
"robot motor mounting clamp 37mm","robot-motors","commercial","students-colleges","/products/robotics-components","product","global","high","8","P2","mapped"
"l-shaped motor bracket for geared motor","robot-motors","commercial","students-colleges","/products/robotics-components","product","global","high","8","P2","mapped"
"rubber wheel for 600rpm motor","robot-wheels","commercial","students-colleges","/products/robotics-components/112mm-buggy-wheel","product","global","high","8","P2","mapped"
"high traction offroad robot tyres","robot-wheels","commercial","students-colleges","/products/robotics-components/112mm-buggy-wheel","product","global","high","8","P2","mapped"
"silicone coated robot wheels","robot-wheels","commercial","students-colleges","/products/robotics-components","product","global","high","8","P2","mapped"
"robot chassis sheet metal fabrication","robotics-components","commercial","students-colleges","/services/laser-cutting","service","global","high","8","P2","mapped"
"anodized aluminum robot chassis plate","robotics-components","commercial","students-colleges","/products/robotics-components","product","global","high","8","P2","mapped"
"robot power distribution board pdb","robotics-components","commercial","students-colleges","/products/robotics-components","product","global","high","8","P2","mapped"
"buck converter 5v for robotics","robotics-components","commercial","students-colleges","/products/robotics-components","product","global","high","8","P2","mapped"
"emergency stop switch for combat robot","robotics-components","commercial","students-colleges","/products/robotics-components","product","global","high","8","P2","mapped"
"xt60 connectors for robotics","robotics-components","commercial","students-colleges","/products/robotics-components","product","global","high","8","P2","mapped"
"silicone wire 14awg for robot battery","robotics-components","commercial","students-colleges","/products/robotics-components","product","global","high","8","P2","mapped"
"fs-ia10b receiver 10 channel","radio-controllers","commercial","students-colleges","/products/radio-controllers/flysky-fs-i6x-2.4ghz-6ch-afhds-2a-rc-transmitter-with-fs-ia10b-2.4ghz-10ch-receiver","product","global","high","8","P2","mapped"
"fs-ia6b receiver telemetry","radio-controllers","commercial","students-colleges","/products/radio-controllers","product","global","high","8","P2","mapped"
"fs-r6b 6 channel receiver","radio-controllers","commercial","students-colleges","/products/radio-controllers/flysky-fs-ct6b-2.4g-6ch-radio-set-system-with-rx-fs-r6b-receiver","product","global","high","8","P2","mapped"
"2.4ghz antenna replacement flysky","radio-controllers","commercial","students-colleges","/products/radio-controllers","product","global","high","8","P2","mapped"
"rc transmitter trainer cable flysky","radio-controllers","commercial","students-colleges","/products/radio-controllers","product","global","high","8","P2","mapped"
"robotics certification for engineers","stem-education","commercial","students-colleges","/courses","course","global","high","8","P2","mapped"
"industrial automation certification course","stem-education","commercial","b2b-industries","/courses","course","global","high","8","P2","mapped"
"plc and scada training institute coimbatore","stem-education","local","b2b-industries","/learn/industrial-training","solution","coimbatore","high","8","P2","mapped"
"embedded systems course with placement coimbatore","stem-education","local","students-colleges","/learn/engineering-students","solution","coimbatore","high","8","P2","mapped"
"robotics summer training for college students","stem-education","commercial","students-colleges","/learn/engineering-students","solution","global","high","8","P2","mapped"
"winter robotics internship coimbatore","stem-education","local","students-colleges","/learn/engineering-students","solution","coimbatore","high","8","P2","mapped"
"robotics club mentorship college","college-robotics","commercial","students-colleges","/solutions/colleges","solution","global","high","8","P2","mapped"
"technical symposium project display partner","college-robotics","commercial","students-colleges","/solutions/colleges","solution","global","high","8","P2","mapped"
"engineering hackathon robotics hardware kits","college-robotics","commercial","students-colleges","/solutions/colleges","solution","global","high","8","P2","mapped"
"school stem fair project kits","school-robotics","commercial","schools-educators","/solutions/schools","solution","global","high","8","P2","mapped"
"school science exhibition robotics model","school-robotics","educational","schools-educators","/solutions/schools","solution","global","high","8","P2","mapped"
"hands on stem activity kits for kids","school-robotics","commercial","students-colleges","/products/educational-robotics","product","global","high","8","P2","mapped"
"robotics training syllabus for middle school","school-robotics","educational","schools-educators","/solutions/schools","solution","global","high","8","P2","mapped"
"high school robotics club curriculum","school-robotics","educational","schools-educators","/solutions/schools","solution","global","high","8","P2","mapped"
"industrial robot end effector fabrication","robotics-automation-services","commercial","b2b-industries","/services/robotics-automation","service","global","high","8","P2","mapped"
"robotic palletizer system integrator india","b2b-solutions","commercial","students-colleges","/solutions/industries","solution","india","high","8","P2","mapped"
"automated sorting conveyor robotics","b2b-solutions","commercial","students-colleges","/solutions/industries","solution","global","high","8","P2","mapped"
"pneumatic automation solutions coimbatore","industrial-automation-services","local","students-colleges","/services/industrial-automation","service","coimbatore","high","8","P2","mapped"
"custom electrical control panel wiring coimbatore","industrial-automation-services","local","students-colleges","/services/industrial-automation","service","coimbatore","high","8","P2","mapped"
"hmi programming services coimbatore","industrial-automation-services","local","students-colleges","/services/industrial-automation","service","coimbatore","high","8","P2","mapped"
"delta plc programming coimbatore","industrial-automation-services","local","b2b-industries","/services/industrial-automation","service","coimbatore","high","8","P2","mapped"
"siemens plc automation service coimbatore","industrial-automation-services","local","b2b-industries","/services/industrial-automation","service","coimbatore","high","8","P2","mapped"
"rapid metal laser cutting job shop coimbatore","laser-cutting-services","local","students-colleges","/services/laser-cutting","service","coimbatore","high","8","P2","mapped"
"acrylic display laser cutting coimbatore","laser-cutting-services","local","students-colleges","/services/laser-cutting","service","coimbatore","high","8","P2","mapped"
"custom sla 3d printing engineering prototypes","3d-printing-services","commercial","students-colleges","/services/3d-printing","service","global","high","8","P2","mapped"
"abs 3d printing coimbatore","3d-printing-services","local","students-colleges","/services/3d-printing","service","coimbatore","high","8","P2","mapped"
"petg 3d printing service coimbatore","3d-printing-services","local","students-colleges","/services/3d-printing","service","coimbatore","high","8","P2","mapped"
"carbon fiber 3d printing for drones","3d-printing-services","commercial","students-colleges","/services/3d-printing","service","global","high","8","P2","mapped"
"smd stencil fabrication coimbatore","pcb-services","local","students-colleges","/services/pcb-design","service","coimbatore","high","8","P2","mapped"
"rapid pcb prototyping within 24 hours india","pcb-services","commercial","students-colleges","/services/pcb-design","service","india","high","8","P2","mapped"
"hardware engineering consulting coimbatore","rd-services","local","students-colleges","/services/engineering-rd","service","coimbatore","high","8","P2","mapped"
"reverse engineering mechanical parts coimbatore","rd-services","local","students-colleges","/services/engineering-rd","service","coimbatore","high","8","P2","mapped"
"electro mechanical prototyping services india","rd-services","commercial","students-colleges","/services/engineering-rd","service","india","high","8","P2","mapped"
